year,title,citations,authors,editorial
"2019","Example Use Cases","1","Xiwei Xu, Ingo Weber, Mark Staples","SPRINGER"
"2019","Cross Chain Bribery Contracts: Majority vs Mighty Minority","0","Quang Tran, Lin Chen, Lei Xu, Yang Lu","SPRINGER"
"2019","A regulated digital currency","17","Yanbing Wu, Haining Fan, Xiaoyun Wang, Guangnan Zou","SPRINGER"
"2019","Distributed Data Protection and Liability on Blockchains","1","Alexandra Giannopoulou, Valeria Ferrari","SPRINGER"
"2019","Alibaba Pictures: An Illustration of Changing Business Cultures and Film Finance","0","Patrice Poujol","SPRINGER"
"2019","Healthcare Patient and Clinical Research","0","Stefan Kendzierskyj, Hamid Jahankhani","SPRINGER"
"2019","A Multichain Architecture for Distributed Supply Chain Design in Industry 4.0","7","Kai Fabian Schulz, Daniel Freund","SPRINGER"
"2019","New Information Technology Pattern-Based Secure BIM Learning through Education-Integrated Engineering System","0","Assam Hammi, Abdelaziz Bouras","SPRINGER"
"2019","A Three-Layered Approach for Designing Smart Contracts in Collaborative Processes","1","Ada Bagozi, Devis Bianchini","SPRINGER"
"2019","A Novel Approach for Digital Online Payment System","0","M. Laxmaiah, T. Neha","SPRINGER"
"2019","Bitcoin Technology","0","Harris Brakmić","SPRINGER"
"2019","Forecasting the Prices of Cryptocurrencies Using GM(1,1) Rolling Model","1","Cem Kartal, Mehmet Fatih Bayramoglu","SPRINGER"
"2019","Comparative Analysis of the Legal Concept of Title Rights in Real Estate and the Technology of Tokens: How Can Titles Become Tokens?","1","Oleksii Konashevych","SPRINGER"
"2019","Digital-Physical Parity for Food Fraud Detection","3","Sin Kuang Lo, Xiwei Xu, Chen Wang, Ingo Weber, Paul Rimba","SPRINGER"
"2019","Data Quality Transaction on Different Distributed Ledger Technologies","2","Chao Wu, Liyi Zhou, Chulin Xie, Yuhang Zheng, Jiawei Yu","SPRINGER"
"2019","Deploying Blockchains for a New Paradigm of Media Experience","1","Georgios Palaiokrassas, Antonios Litke","SPRINGER"
"2019","Healthcare and Life Sciences","1","Mohsen Attaran, Angappa Gunasekaran","SPRINGER"
"2019","Designing Smart Contract for Electronic Document Taxation","2","Dimaz Ankaa Wijaya, Joseph K. Liu, Ron Steinfeld","SPRINGER"
"2019","Digital Entrepreneurship","30","Ronny Baierl, Judith Behrens, Alexander Brem","SPRINGER"
"2019","Green, Pervasive, and Cloud Computing","49","Rodrigo Miani, Lasaro Camargos","SPRINGER"
"2019","Contemporary Issues in International Political Economy","19","Fu-Lai Tony Yu, Diana S. Kwan","SPRINGER"
"2019","Digital Transformation for a Sustainable Society in the 21st Century","148","Dr. Ilias O. Pappas","SPRINGER"
"2019","PDFS: Practical Data Feed Service for Smart Contracts","12","Juan Guarnizo, Pawel Szalachowski","SPRINGER"
"2019","Introduction","1","Marcus O’Dair","SPRINGER"
"2019","Hyperledger Composer—Syndicated Loans","2","Gereon Dahmen, Volker Liermann","SPRINGER"
"2019","Bitcoin Mining Using Maxeler DataFlow Computers","0","Rok Meden, Anton Kos","SPRINGER"
"2019","Protecting Personal Data Using Smart Contracts","7","Mohsin Ur Rahman, Fabrizio Baiardi","SPRINGER"
"2019","Decentralized Finance","1","Satyajit Bose, Guo Dong, Anne Simpson","SPRINGER"
"2019","SmartExchange: Decentralised Trustless Cryptocurrency Exchange","2","Filip Adamik, Sokol Kosta","SPRINGER"
"2019","What Is Bitcoin?","1","Harris Brakmić","SPRINGER"
"2019","CROSS: Supervised Sharing of Private Data over Blockchains","3","Mingxin Yin, Jiqiang Gao, Xiaojie Guo","SPRINGER"
"2019","Web of Value","0","Nitin Upadhyay","SPRINGER"
"2019","Towards Blockchained Challenge-Based Collaborative Intrusion Detection","8","Wenjuan Li, Yu Wang, Jin Li, Man Ho Au","SPRINGER"
"2019","CloudAgora: Democratizing the Cloud","3","Katerina Doka, Tasos Bakogiannis, Ioannis Mytilinis","SPRINGER"
"2019","Community Cash: A Community-Based Cryptocurrency for Implementing Activity-Based Micro-Pricing","0","Kosuke Komiya, Tatsuo Nakajima","SPRINGER"
"2019","A High-Level Taxonomy of Crypto-assets","0","Henri Arslanian, Fabrice Fischer","SPRINGER"
"2019","Smart Contracts for Multi-agent Interaction of Regional Innovation Subjects","0","Leyla Gamidullaeva, Alexey Finogeev","SPRINGER"
"2019","Smart Contract and Islamic Finance","1","Nafis Alam, Lokesh Gupta, Abdolhossein Zameni","SPRINGER"
"2019","Libra Critique Towards Global Decentralized Financial System","3","Saqib Ali, Guojun Wang, Bebo White, Komal Fatima","SPRINGER"
"2019","Cryptocurrencies in the Digital Era: The Role of Technological Trust and Its International Effects","3","Serif Dilek","SPRINGER"
"2019","Roadblocks","0","Nitin Upadhyay","SPRINGER"
"2019","The privacy protection mechanism of Hyperledger Fabric and its application in supply chain finance","44","Chaoqun Ma, Xiaolin Kong, Qiujun Lan, Zhongding Zhou","SPRINGER"
"2019","Auditable Credential Anonymity Revocation Based on Privacy-Preserving Smart Contracts","1","Rujia Li, David Galindo, Qi Wang","SPRINGER"
"2019","Consumer Goods and Retail Industry","1","Mohsen Attaran, Angappa Gunasekaran","SPRINGER"
"2019","A Journey into Bitcoin Metadata","20","Massimo Bartoletti, Bryn Bellomy, Livio Pompianu","SPRINGER"
"2019","Cryptocurrencies: The Future of Finance?","7","Claire Wilson","SPRINGER"
"2019","Certificateless Authenticated Key Agreement for Decentralized WBANs","3","Mwitende Gervais, Liang Sun, Ke Wang, Fagen Li","SPRINGER"
"2019","Smart Contracts for Bribing Miners","19","Patrick McCorry, Alexander Hicks","SPRINGER"
"2019","Open Science and the Future of Data Analytics","3","Juergen Klenk, Philip R. O. Payne, Rasu Shrestha","SPRINGER"
"2019","The Age of Foodtech: Optimizing the Agri-Food Chain with Digital Technologies","7","","SPRINGER"
"2019","ComeHere: Exploiting Ethereum for Secure Sharing of Health-Care Data","5","Matteo Franceschi, Davide Morelli","SPRINGER"
"2019","The Horcrux Protocol: A Distributed Mobile Biometric Self-sovereign Identity Protocol","1","Asem Othman, John Callahan","SPRINGER"
"2019","After 2017: Managers Exit and Banks Arise","0","Takafumi Mizuno","SPRINGER"
"2019","Enriching Smart Contracts with Temporal Aspects","3","Fabiana Fournier, Inna Skarbovsky","SPRINGER"
"2019","The Proliferation of Crypto-assets","0","Henri Arslanian, Fabrice Fischer","SPRINGER"
"2019","Trusted Data’s Marketplace","1","António Brandão, Henrique São Mamede","SPRINGER"
"2019","Securing Emergent IoT Applications","2","Prabhakaran Kasinathan, Jorge Cuellar","SPRINGER"
"2019","CapBAC in Hyperledger Sawtooth","2","Stefano Bistarelli, Claudio Pannacci","SPRINGER"
"2019","Streamlined Blockchains: A Simple and Elegant Approach (A Tutorial and Survey)","2","Elaine Shi","SPRINGER"
"2019","Business Models","0","Nitin Upadhyay","SPRINGER"
"2019","UniquID: A Quest to Reconcile Identity Access Management and the IoT","2","Alberto Giaretta, Stefano Pepe, Nicola Dragoni","SPRINGER"
"2019","Ethereum Wallets and Smart Contracts","0","Elad Elrom","SPRINGER"
"2019","Blockchained ","2","Shazib Shaikh, Fatima Zaka","SPRINGER"
"2019","BASIC: Towards a Blockchained Agent-Based SImulator for Cities","2","Luana Marrocco, Eduardo Castelló Ferrer","SPRINGER"
"2019","Framework for Next Generation of Digital Healthcare Systems","1","Jovan Karamachoski, Liljana Gavrilovska","SPRINGER"
"2019","Validating pairwise transactions on cryptocurrencies: a novel heuristics and network simulation","0","Saulo dos Santos, Muskan Vinayak","SPRINGER"
"2019","To Chain or Not to Chain? A Case from Energy Sector","5","Marinos Themistocleous, Kypros Stefanou, Christos Megapanos","SPRINGER"
"2019","The Financial Ecosystem","23","Satyajit Bose, Guo Dong, Anne Simpson","SPRINGER"
"2019","The Palgrave Handbook of Contemporary International Political Economy","58","Timothy M. Shaw, Laura C. Mahrenbach","SPRINGER"
"2019","Build Dapps with Angular: Part I","0","Elad Elrom","SPRINGER"
"2019","Transhuman Crypto Cloudminds","3","Melanie Swan","SPRINGER"
"2019","Potential Applications of Smart Contract Technology in Corporate Business Processes","0","O. V. Boychenko, I. V. Gavrikov","SPRINGER"
"2019","Kryptowährungen","0","J. Rosenberg","SPRINGER"
"2019","Introduction","1","Hossein Hassani, Xu Huang","SPRINGER"
"2019","A Decentralized File Sharing Framework for Sensitive Data","5","Onur Demir, Berkay Kocak","SPRINGER"
"2019","License Chain - An Identity-Protecting Intellectual Property License Trading Platform","0","Julian Kakarott, Katharina Zeuch","SPRINGER"
"2019","Establishing Standards for Consensus on Blockchains","0","Derek Sorensen","SPRINGER"
"2019","An HCI Perspective on Distributed Ledger Technologies for Peer-to-Peer Energy Trading","8","Sabrina Scuri, Gergana Tasheva, Luísa Barros","SPRINGER"
"2019","voteChain: Community Based Scalable Internet Voting Framework","5","Ricardo L. Almeida, Laura Ricci","SPRINGER"
"2019","Ghazal: Toward Truly Authoritative Web Certificates Using Ethereum","1","Seyedehmahsa Moosavi, Jeremy Clark","SPRINGER"
"2019","Balancing Privity and Enforceability of BPM-Based Smart Contracts on Blockchains","3","Julius Köpke, Marco Franceschetti","SPRINGER"
"2019","TEE-Based Distributed Watchtowers for Fraud Protection in the Lightning Network","6","Marc Leinweber, Matthias Grundmann","SPRINGER"
"2019","Executing Collaborative Decisions Confidentially on Blockchains","4","Stephan Haarmann, Kimon Batoulis","SPRINGER"
"2019","Cryptocurrency and Tax Regulation: Global Challenges for Tax Administration","0","Gamze Öz Yalaman, Hakan Yıldırım","SPRINGER"
"2019","Based Medical Systems for Patient’s Authentication: Towards a New Verification Secure Framework Using CIA Standard","28","A. H. Mohsin, A. A. Zaidan, B. B. Zaidan, O. S. Albahri","SPRINGER"
"2019","Introduction","0","Harris Brakmić","SPRINGER"
"2019","Fast-to-Finalize Nakamoto-Like Consensus","2","Shuyang Tang, Sherman S. M. Chow, Zhiqiang Liu","SPRINGER"
"2019","Permissioned Distributed Ledgers for Land Transactions; A Case Study","5","Duneesha Fernando, Nalin Ranasinghe","SPRINGER"
"2019","Big Data, Small Data, and Getting Products Right First Time","2","Human Ramezani, Andre Luckow","SPRINGER"
"2019","Bitcoin Forensics","1","Niranjan Reddy","SPRINGER"
"2019","Smart Contracts for Container Based Video Conferencing Services: Architecture and Implementation","1","Sandi Gec, Dejan Lavbič, Marko Bajec","SPRINGER"
"2019","Enabling Auditing of Smart Contracts Through Process Mining","9","Flavio Corradini, Fausto Marcantoni","SPRINGER"
"2019","Hyperledger","2","Elad Elrom","SPRINGER"
"2019","Connecting Heterogeneous Electronic Health Record Systems Using Tangle","2","Emil Saweros, Yeong-Tae Song","SPRINGER"
"2019","eContracting","0","Andreas Meier, Luis Terán","SPRINGER"
"2019","Are Cryptocurrencies Truly Trustless?","13","Usman W. Chohan","SPRINGER"
"2019","Telecom Domain: Fraud Management","0","Debajani Mohanty","SPRINGER"
"2019","Digital Technological Innovation and the International Political Economy","3","Irina Brass, David J. Hornsby","SPRINGER"
"2019","A Health Information Exchange Based on Block Chain and Cryptography","0","Wei-Chen Wu, Yu-Chih Wei","SPRINGER"
"2019","Decentralized Privacy-Preserving Reputation Management for Mobile Crowdsensing","8","Lichuan Ma, Qingqi Pei, Youyang Qu","SPRINGER"
"2019","A Wearable Ad Hoc Device for Situational Awareness and Trusted Collaboration","0","Zhenyu Guan, Jiawei Li, Hao Liu, Dawei Li","SPRINGER"
"2019","“When People Just Click”: Addressing the Difficulties of Controller/Processor Agreements Online","0","Sam Wrigley","SPRINGER"
"2019","Multi-Agent Modelling of Fairness for Users and Miners in Blockchains","2","Önder Gürcan","SPRINGER"
"2019","Case Study: AgriDigital","6","Xiwei Xu, Ingo Weber, Mark Staples","SPRINGER"
"2019","Distributed IoT and Applications: A Survey","5","H. S. Jennath, S. Adarsh, V. S. Anoop","SPRINGER"
"2019","Smart Contract for Monitoring and Control of Logistics Activities: Pharmaceutical Utilities Case Study","19","Roberto Casado-Vara","SPRINGER"
"2019","SmartLock: Access Control Through Smart Contracts and Smart Property","2","Mauricio Xavier Zaparoli","SPRINGER"
"2019","Self and Regulated Governance Simulation","0","Hock Chuan Lim","SPRINGER"
"2019","Technologies of the Future","3","Mitt Nowshade Kabir","SPRINGER"
"2019","Research on Secure Storage of Multimedia Data Based on Block Chaining Technology","0","Fei Gao, Li Hui Zhen","SPRINGER"
"2019","Contesting the Truth - Intentional Forking in BFT-PoS Blockchains","1","Wolf Posdorfer, Julian Kalinowski","SPRINGER"
"2019","Corda Architecture","7","Debajani Mohanty","SPRINGER"
"2019","Progress in Cryptology – INDOCRYPT 2019","99","Feng Hao, Sushmita Ruj","SPRINGER"
"2019","Artificial Intelligence in Medical Imaging","138","MD Erik R. Ranschaert","SPRINGER"
"2019","Semantic Systems. The Power of AI and Knowledge Graphs","93","Maribel Acosta, Philippe Cudré-Mauroux","SPRINGER"
"2019","Product Lifecycle Management in the Digital Twin Era","71","Prof. Clement Fortin, Louis Rivest","SPRINGER"
"2019","New Models of Financing and Financial Reporting for European SMEs","10","Eva Kaili, Dimitrios Psarrakis","SPRINGER"
"2019","Integration Patterns","0","Stefano Tempesta","SPRINGER"
"2019","OpenTox Principles and Best Practices for Trusted Reproducible In Silico Methods Supporting Research and Regulatory Applications in Toxicological Science","0","Barry Hardy, Daniel Bachler, Joh Dokler","SPRINGER"
"2019","Opportunities, Challenges, and Future Extensions for Smart-Contract Design Patterns","2","Carl R. Worley, Anthony Skjellum","SPRINGER"
"2019","An Efficient Peer-to-Peer Bitcoin Protocol with Probabilistic Flooding","4","Huy Vu, Hitesh Tewari","SPRINGER"
"2019","Smart Contract This! An Assessment of the Contractual Landscape and the Herculean Challenges it Currently Presents for “Self-executing” Contracts","6","Rory Unsworth","SPRINGER"
"2019","Future of Healthcare","5","Arjun Panesar","SPRINGER"
"2019","A Hybrid Chain Based Incentive Mechanism for Resource Leasing in NDN","0","Xin Wei, Zhuo Yu, Shaoyong Guo, Jing Shen","SPRINGER"
"2019","The Game Among Bribers in a Smart Contract System","3","Lin Chen, Lei Xu, Zhimin Gao, Nolan Shah","SPRINGER"
"2019","Sprites and State Channels: Payment Networks that Go Faster Than Lightning","64","Andrew Miller, Iddo Bentov, Surya Bakshi","SPRINGER"
"2019","The Technology Juggernaut","0","Ricardo Ernst, Jerry Haar","SPRINGER"
"2019","Bead Strand Model: a high-efficiency storage structure for self-destructing data in cloud environment","2","Xiao Fu, Zhijian Wang, Yunfeng Chen","SPRINGER"
"2019","Casper: Modification of Bitcoin Using Proof of Stake","2","Nakul Sheth, Priteshkumar Prajapati","SPRINGER"
"2019","Integrating Multi-agent Simulations into Enterprise Application Landscapes","1","Timotheus Kampik, Amro Najjar","SPRINGER"
"2019","Preliminary of Selfish Mining Strategy on the Decentralized Model of Personal Health Information","1","Sandi Rahmadika, Kyung-Hyune Rhee","SPRINGER"
"2019","Legal Entity Identifier Blockchained by a Hyperledger Indy Implementation of GraphChain","1","Mirek Sopek, Przemysław Grądzki, Dominik Kuziński","SPRINGER"
"2019","Interactive verification of architectural design patterns in FACTum","4","Diego Marmsoler, Habtom Kashay Gidey","SPRINGER"
"2019","Urgent and Emergency Care: An Academic Application System Case Study","3","Daniela America da Silva, Fabio Kfouri","SPRINGER"
"2019","System architecture for high-performance permissioned blockchains","18","Libo Feng, Hui Zhang, Wei-Tek Tsai, Simeng Sun","SPRINGER"
"2019","Improving Healthcare Processes with Smart Contracts","3","Aleksandr Kormiltsyn, Chibuzor Udokwu, Kalev Karu","SPRINGER"
"2019","Smart Contract in Islamic Trade Finance","1","Farhana Binti Md Hilal","SPRINGER"
"2019","Applied Complexity: Finance and Economics in a New Light","13","James B. Glattfelder","SPRINGER"
"2019","Risk of Asynchronous Protocol Update: Attacks to Monero Protocols","3","Dimaz Ankaa Wijaya, Joseph K. Liu, Ron Steinfeld","SPRINGER"
"2019","Bitcoin Wallets and Transactions","2","Elad Elrom","SPRINGER"
"2019","Library Usage Detection in Ethereum Smart Contracts","2","Alexander Hefele, Ulrich Gallersdörfer","SPRINGER"
"2019","Cryptocurrencies: Can They Live Together with National Currencies and What Impact Do They Have on National and Global Economies?","4","Konny Light JD","SPRINGER"
"2019","EOS.IO Wallets and Smart Contracts","8","Elad Elrom","SPRINGER"
"2019","A Novel Fair and Verifiable Data Trading Scheme","2","Haiyong Yu, Juntao Gao, Tong Wu, Xuelian Li","SPRINGER"
"2019",": Combining Sharding and Proof-of-Stake to Build Fork-Free Secure Permissionless Distributed Ledgers","5","Antoine Durand, Emmanuelle Anceaume, Romaric Ludinard","SPRINGER"
"2019","Libra — Konzept und wirtschaftspolitische Implikationen","3","Jonas Groß, Bernhard Herz, Jonathan Schiller","SPRINGER"
"2019","The Case for Ontologies in Expressing Decisions in Decentralized Energy Systems","2","Elena García-Barriocanal, Miguel-Ángel Sicilia","SPRINGER"
"2019","Digital Cities and Emerging Technologies","2","Thays A. Oliveira, Vitor N. Coelho, Helena Ramalhinho","SPRINGER"
"2019","A Smart Contract Based Recommender System","6","Andrea Lisi, Andrea De Salve, Paolo Mori","SPRINGER"
"2019","A Trusted International Settlement Solution Based on Cross Check of CDRs","0","Peng Ran, Jin Peng, Bo Yang, Li Su","SPRINGER"
"2019","Smart Contracts and Void Declarations of Intent","3","Thomas Hoffmann","SPRINGER"
"2019","Cyber-Physical Attacks and the Value of Healthcare Data: Facing an Era of Cyber Extortion and Organised Crime","8","Jaime Ibarra, Hamid Jahankhani, Stefan Kendzierskyj","SPRINGER"
"2019","Initial Coin Offerings: Tokens as Innovative Financial Assets","8","Saman Adhami, Giancarlo Giudici","SPRINGER"
"2019","Security Analysis in the Internet of Things: State of the Art, Challenges, and Future Research Topics","0","Karim Ennasraoui, Youssef Baddi","SPRINGER"
"2019","SC-RBAC: A Smart Contract based RBAC Model for DApps","5","Yi Ding, Jun Jin, Jinglun Zhang, Zhongyi Wu, Kai Hu","SPRINGER"
"2019","Multi-party Virtual State Channels","20","Stefan Dziembowski, Lisa Eckey, Sebastian Faust","SPRINGER"
"2019","Achieving a High Level of Open Market-Information Symmetry with Decentralised Insurance Marketplaces on Blockchains","2","Alex Norta, Risto Rossar, Mart Parve, Liina Laas-Billson","SPRINGER"
"2019","Detect Abnormal Behaviours in Ethereum Smart Contracts Using Attack Vectors","2","Quoc-Bao Nguyen, Anh-Quynh Nguyen, Van-Hoa Nguyen","SPRINGER"
"2019","Building Trustful Crowdsensing Service on the Edge","3","Biao Yu, Yingwen Chen, Shaojing Fu","SPRINGER"
"2019","Can Cryptocurrencies Help to Pave the Way to a More Sustainable Economy? Questioning the Economic Growth Paradigm","8","David Leonard, Horst Treiblmaier","SPRINGER"
"2019","Towards Privacy-preserving Recommender System with Blockchains","9","Abdullah Al Omar, Rabeya Bosri","SPRINGER"
"2019","Policy-Based Network and Security Management in Federated Service Infrastructures with Permissioned Blockchains","1","Michael Grabatin, Wolfgang Hommel","SPRINGER"
"2019","Inter-family Communication in Hyperledger Sawtooth and Its Application to a Crypto-Asset Framework","1","Luke Owens, Benoit Razet, W. Bryan Smith","SPRINGER"
"2019","Cryptocurrency? Its Halal Alternative Model","1","Mohd Ma’Sum Billah","SPRINGER"
"2019","Toward Accurate and Efficient Emulation of Public Blockchains in the Cloud","5","Xinying Wang, Abdullah Al-Mamun, Feng Yan, Dongfang Zhao","SPRINGER"
"2019","Disruptive Technologies and Innovations in Humanitarian Aid and Disaster Relief: An Integrative Approach","4","Krish W. Ramadurai, Sujata K. Bhatia","SPRINGER"
"2019","A Review on Crypto-Currency Transactions Using IOTA (Technology)","4","Kundan Dasgupta, M. Rajasekhara Babu","SPRINGER"
"2019","External Monitoring Changes in Vehicle Hardware Profiles: Enhancing Automotive Cyber-Security","5","Constantinos Patsakis, Kleanthis Dellios","SPRINGER"
"2019","Regulatory Fitness: Fintech, Funny Money, and Smart Contracts","15","Roger Brownsword","SPRINGER"
"2019","Food Industry","0","Mohsen Attaran, Angappa Gunasekaran","SPRINGER"
"2019","Testing Smart Contracts Using Ganache","11","Wei-Meng Lee","SPRINGER"
"2019","Computational Science – ICCS 2019","132","Dr. João M. F. Rodrigues","SPRINGER"
"2019","The Cyber Economy","40","Vladimir M. Filippov, Alexander A. Chursin","SPRINGER"
"2019","Information—Consciousness—Reality","20","Dr. James B. Glattfelder","SPRINGER"
"2019","Individual Behaviors and Technologies for Financial Innovations","46","Wesley Mendes-Da-Silva","SPRINGER"
"2019","Global Supply Chain and Operations Management","66","Prof. Dr. Dmitry Ivanov","SPRINGER"
"2019","Transaction Processing on Modern Hardware","7","Mohammad Sadoghi, Spyros Blanas","SPRINGER"
"2019","Provenance Holder: Bringing Provenance, Reproducibility and Trust to Flexible Scientific Workflows and Choreographies","0","Ludwig Stage, Dimka Karastoyanova","SPRINGER"
"2019","Abstracts from the 8th DACH+ Conference on Energy Informatics","0","","SPRINGER"
"2019","Design of a software architecture supporting business-to-government information sharing to improve public safety and security","48","Sélinde van Engelenburg, Marijn Janssen","SPRINGER"
"2019"," Analysis of Bitcoin","2","Faraz Adam","SPRINGER"
"2019","Shipping digitalization management: conceptualization, typology and antecedents","17","Maria Lambrou, Daisuke Watanabe, Junya Iida","SPRINGER"
"2019","Outlook to an Exciting Future","0","Tobias Schoenherr","SPRINGER"
"2019","Locking Mechanism for Concurrency Conflicts on Hyperledger Fabric","2","Lu Xu, Wei Chen, Zhixu Li, Jiajie Xu, An Liu","SPRINGER"
"2019","Tax Services and Tax Service Providers’ Changing Role in the IoT and AmI Environment","4","Güneş Çetin Gerger","SPRINGER"
"2019","Crypto Tokens and Token Offerings: An Introduction","7","Chen Liu, Haoquan Wang","SPRINGER"
"2019","A TCB Minimizing Model of Computation","1","Naila Bushra, Naresh Adhikari","SPRINGER"
"2019","Introduction: The Context of Time and Space","0","Egondu R. Onyejekwe","SPRINGER"
"2019","Proof-Carrying Smart Contracts","3","Thomas Dickerson, Paul Gazzillo","SPRINGER"
"2019","The Technology Suite of Automation","0","George E. Danner","SPRINGER"
"2019","Atomic Cross-Chain Swaps with Improved Space and Local Time Complexity","2","Soichiro Imoto, Yuichi Sudo","SPRINGER"
"2019","Kurz kommentiert","0","Margit Schratzenstaller, Philipp Sandner, Jonas Groß","SPRINGER"
"2019","Quantitative analysis of cryptocurrencies transaction graph","22","Amir Pasha Motamed, Behnam Bahrak","SPRINGER"
"2019","Architecture as service: a case of design on demand (DoD)","2","Mihai Nadin, Asma Naz","SPRINGER"
"2019","Initial Coin Offering (ICO) as a Fundraising Strategy: A Multiple Case Study on Success Factors","6","Aleksei Panin, Kai-Kristian Kemell, Veikko Hara","SPRINGER"
"2019","Disruptive Technologies and the Public Sector: The Changing Dynamics of Governance","6","Christine Leitner, Christian M. Stiefmueller","SPRINGER"
"2019","MicroBTC: Efficient, Flexible and Fair Micropayment for Bitcoin Using Hash Chains","4","Zhi-Guo Wan, Robert H. Deng, David Lee","SPRINGER"
"2019","Double-spending prevention for Bitcoin zero-confirmation transactions","25","Cristina Pérez-Solà, Sergi Delgado-Segura","SPRINGER"
"2019","Technical Evaluation and Impact Analysis of Libra","1","Su-de Qing, Yi-hui Zhang, Hong-nan Liu, Tao He, Bai-xue Yang, Kai Wei","SPRINGER"
"2019","Cyber-Social Computing","2","Vladimir Hahanov, Oleksandr Mishchenko","SPRINGER"
"2019","Social Media and the Digital Enterprise","1","Wietske Van Osch, Constantinos K. Coursaris","SPRINGER"
"2019","A Multi-protocol Payment System to Facilitate Financial Inclusion","1","Kazım Rıfat Özyılmaz, Nazmi Berhan Kongel","SPRINGER"
"2019","Information technologies of 21st century and their impact on the society","14","Mohammad Yamin","SPRINGER"
"2019",": Fast, Private and Regulated Transactions for Digital Currencies","14","Karl Wüst, Kari Kostiainen, Vedran Čapkun","SPRINGER"
"2019","Creating Your Own Private Ethereum Test Network","0","Wei-Meng Lee","SPRINGER"
"2019","Distributed Privacy Preserving Platform for Ridesharing Services","9","Yevhenii Semenko, Damien Saucez","SPRINGER"
"2019","An Introduction to the CellTree Paradigm (Invited Paper)","0","Anasuya Acharya, Manoj Prabhakaran, Akash Trehan","SPRINGER"
"2019","Anonymity Reduction Attacks to Monero","6","Dimaz Ankaa Wijaya, Joseph Liu, Ron Steinfeld","SPRINGER"
"2019","Hash Function Based Optimal Block Chain Model for the Internet of Things (IoT)","3","Andino Maseleno, Marini Othman","SPRINGER"
"2019","Longitudinal Analysis of Misuse of Bitcoin","4","Karim Eldefrawy, Ashish Gehani","SPRINGER"
"2019","Finance Domain—Real-Time e-Auction; Trade Finance and Letter of Credit","0","Debajani Mohanty","SPRINGER"
"2019","Healthcare—Corda and Ethereum Hybrid Use Case","1","Debajani Mohanty","SPRINGER"
"2019","Embedding a Digital Wallet to Pay-with-a-Selfie, from Functional Requirements to Prototype","2","Perpetus Jacques Houngbo, Joel T. Hounsou","SPRINGER"
"2019","Forecasting Cryptocurrency Value by Sentiment Analysis: An HPC-Oriented Survey of the State-of-the-Art in the Cloud Era","3","Aleš Zamuda, Vincenzo Crescimanna","SPRINGER"
"2019","Handling Conditional Queries on Hyperledger Fabric Efficiently","1","Tianlu Yan, Wei Chen, Pengpeng Zhao","SPRINGER"
"2019",": Robustly Reconfigurable Consensus and Applications to Provably Secure Proof of Stake","68","Phil Daian, Rafael Pass, Elaine Shi","SPRINGER"
"2019","The Latest from Corda: Cordite, Corda Enterprise, and Settler","2","Debajani Mohanty","SPRINGER"
"2019","Modeling Liability Data Collection Systems for Intelligent Transportation Infrastructure Using Hyperledger Fabric","1","Luis Cintron, Scott Graham, Douglas Hodson","SPRINGER"
"2019","Toward Privacy-Aware Healthcare Data Fusion Systems","0","Isam Mashhour Al Jawarneh, Paolo Bellavista, Luca Foschini","SPRINGER"
"2019","The Scalability of Trustless Trust","5","Dominik Harz, Magnus Boman","SPRINGER"
"2019","Existing Regulatory Frameworks of Cryptocurrency and the ","0","Nafis Alam, Abdolhossein (Pejman) Zameni","SPRINGER"
"2019","Performance and Scalability of Private Ethereum Blockchains","35","Markus Schäffer, Monika di Angelo","SPRINGER"
"2019","Measuring Ethereum-Based ERC20 Token Networks","57","Friedhelm Victor, Bianca Katharina Lüders","SPRINGER"
"2019","Payment Networks as Creation Games","2","Georgia Avarikioti, Rolf Scheuner","SPRINGER"
"2019","Extending Atomic Cross-Chain Swaps","10","Jean-Yves Zie, Jean-Christophe Deneuville","SPRINGER"
"2019","Survey of Security Threats in IoT and Emerging Countermeasures","3","Mimi Cherian, Madhumita Chatterjee","SPRINGER"
"2019","Islamic Social Financing Through Cryptocurrency","2","Houssem eddine Bedoui, Aroua Robbana","SPRINGER"
"2019","A Behavior-Aware Profiling of Smart Contracts","2","Xuetao Wei, Can Lu, Fatma Rana Ozcan","SPRINGER"
"2019","Trust Factors and Insider Threats in Permissioned Distributed Ledgers","3","Benedikt Putz, Günther Pernul","SPRINGER"
"2019","The Lawyer of the Future as “Transaction Engineer”: Digital Technologies and the Disruption of the Legal Profession","2","Mark Fenwick, Erik P. M. Vermeulen","SPRINGER"
"2019","Digital Transformation","2","Paul Graham","SPRINGER"
"2019","Token-Based Business Models","7","Paolo Tasca","SPRINGER"
"2019","The fragility of decentralised trustless socio-technical systems","14","Manlio De Domenico, Andrea Baronchelli","SPRINGER"
"2019","CrowdLED: Towards Crowd-Empowered and Privacy-Preserving Data Sharing Using Smart Contracts","2","Constantinos Pouyioukka, Thanassis Giannetsos, Weizhi Meng","SPRINGER"
"2019","Performance Evaluation of Hyperledger Fabric with Malicious Behavior","8","Shuo Wang","SPRINGER"
"2019","Conclusion","0","Patrice Poujol","SPRINGER"
"2019","ZLiTE: Lightweight Clients for Shielded Zcash Transactions Using Trusted Execution","8","Karl Wüst, Sinisa Matetic, Moritz Schneider","SPRINGER"
"2019","Indexing and Storage","0","Santiago Palladino","SPRINGER"
