year,title,citations,authors,editorial
"2022","Design and implementation of transaction privacy by virtue of ownership and traceability in blockchain based supply chain","0","Mohit Mohit, Sanmeet Kaur, Maninder Singh","SPRINGER"
"2022","A Systematic Literature Review of Blockchain Technology for Identity Management","0","Mekhled Alharbi","SPRINGER"
"2022","Decentralised Content Creation in Digital Learning: A Blockchain Concept","0","Saroj Koul, Sudhanshu Singh, Rakesh Verma","SPRINGER"
"2022","5G Resource Sharing Scheme and Consensus Algorithm Based on Blockchain","0","Siyuan Sun, Xiaojun Jin, Ligang Ren, Dong Tian, Yifei Wei","SPRINGER"
"2022","Profit Driven Blockchain Based Platform for Land Registry","0","Md. Amaan Ahmad, Pooja Singh, M. Sushmitha","SPRINGER"
"2022","Enabling Citizen-Centric ITS Services Through Blockchain and Human Incentives","1","Sofia Martins, António Costa, Zafeiris Kokkinogenis","SPRINGER"
"2022","A Blockchain-Empowered Federated Learning System and the Promising Use in Drug Discovery","0","Xueping Liang, Eranga Bandara, Juan Zhao, Sachin Shetty","SPRINGER"
"2022","Connecting Blockchain with IoT—A Review","0","R. Anusha, Mohamed Yousuff, Bharat Bhushan","SPRINGER"
"2022","Secure Data Sharing of Electronic Health Record (EHR) on the Cloud Using Blockchain in Covid-19 Scenario","0","Deepak Kumar Verma, Rajesh Kumar Tyagi","SPRINGER"
"2022","Using Blockchain-Based Attestation Architecture for Securing IoT","0","Mohamed Sohail, Said Tabet, Mohamed Loey","SPRINGER"
"2022","LANDCHAIN: A Blockchain-Based Lightweight Land Administration System for Bangladesh","0","Fardin Ahmed Niloy, Nozib Ud Dowla","SPRINGER"
"2022","Fake News Detection Using Ethereum Blockchain","0","Akanksha Upadhyay, Gaurav Baranwal","SPRINGER"
"2022","Blockchain-Based CPS and IoT in the Automotive Supply Chain","0","Maha Filali Rotbi, Saad Motahhir","SPRINGER"
"2022","Prioritizing requirements for implementing blockchain technology in construction supply chain based on circular economy: Fuzzy Ordinal Priority Approach","9","M. Sadeghi, A. Mahmoudi, X. Deng, X. Luo","SPRINGER"
"2022","Blockchain-Based Data-Driven Smart Customization","1","Ang Liu, Yuchen Wang, Xingzhi Wang","SPRINGER"
"2022","Challenges and Issues in Blockchain-Based IoT Services","0","Arunima Sharma, Ramesh Babu Battula","SPRINGER"
"2022","Blockchain Applications","0","Xun Yi, Xuechao Yang, Andrei Kelarev","SPRINGER"
"2022","Revolutionizing the Industrial Internet of Things Using Blockchain: An Unified Approach","0","A. K. M. Bahalul Haque, Bharat Bhushan","SPRINGER"
"2022","Governance in the era of Blockchain technology in Qatar: a roadmap and a manual for Trade Finance","4","Imad Antoine Ibrahim, Jon Truby","SPRINGER"
"2022","A blockchain shard storage model suitable for multi-view","0","Chuxin Zhuang, Qingyun Dai, Jiangzhong Cao","SPRINGER"
"2022","Blockchain Technology and the Endangered Species Called Humans","3","Jean Lassègue","SPRINGER"
"2022","Application of BLOCKCHAIN in Agriculture: An Instance of Secure Financial Service in Farming","0","Sumit Das, Manas Kumar Sanyal","SPRINGER"
"2022","Efficient and Accelerated KYC Using Blockchain Technologies","0","Nikolaos Kapsoulis, Antonis Litke","SPRINGER"
"2022","Blockchain-based Data Integrity and Privacy Protection Method for Swarm Robotics","0","Bangyin Li, Yutao Chen, Zhiqiang Zuo","SPRINGER"
"2022","Monitoring Oil and Gas Deposits Using Technologies of Intelligent Avatars and Blockchain","0","V. Y. Afanasyev, S. V. Chernyshenko","SPRINGER"
"2022","Blockchain-Based IoT Architecture","1","Shweta Sharma, Astha Parihar","SPRINGER"
"2022","Trustworthy IoT Computing Environment Based on Layered Blockchain Consensus Framework","0","Yueyu Dong, Fei Dai, Mingming Qin","SPRINGER"
"2022","No one left behind in education: blockchain-based transformation and its potential for social inclusion","4","Andrei O. J. Kwok, Horst Treiblmaier","SPRINGER"
"2022","A Meta-review of Blockchain Adoption Literature in Supply Chain","0","Funlade T. Sunmola, Patrick Burgess, Albert Tan","SPRINGER"
"2022","Blockchain-Based IoT Architecture for Software-Defined Networking","0","P. Manju Bala, S. Usharani, T. Ananth Kumar","SPRINGER"
"2022","Supply Chain Management Using Blockchain, IoT and Edge Computing Technology","0","Arpit Jain, Dharm Singh Jat","SPRINGER"
"2022","State of the Art and Challenges in Blockchain Applications","0","Nirmal K. Gupta, Ashish Jain, Prakash C. Sharma","SPRINGER"
"2022","On the adoption of blockchain for business process monitoring","5","Claudio Di Ciccio, Giovanni Meroni, Pierluigi Plebani","SPRINGER"
"2022","Decentralization and Architecture of Blockchain Technology","0","Sudeep Tanwar","SPRINGER"
"2022","A Novel Intelligent Ant Colony System Based on Blockchain","0","Wei Wu, Haipeng Peng, Lixiang Li, H. Eugene Stanley","SPRINGER"
"2022","Blockchain and Its Applications","0","Andriy Luntovskyy, Dietbert Gütter","SPRINGER"
"2022","From Business-Level Specifications to Smart Contracts for Blockchain-Based Resource-Exchange Systems","0","Kushal Soni, Olga De Troyer","SPRINGER"
"2022","Navigating the Blockchain Trilemma: A Supply Chain Dilemma","1","Bryan Phern Chern Teoh","SPRINGER"
"2022","Blockchain and Financial Service","0","Xiao Chen, Shubing Shan","SPRINGER"
"2022","Adoption of Blockchain Integrated with Machine Learning in Intelligent Transportation System","0","Mahadev A. Gawas, Aishwarya R. Parab","SPRINGER"
"2022","Generating Smart Contracts for Blockchain-Based Resource-Exchange Systems","1","Kushal Soni, Olga De Troyer","SPRINGER"
"2022","Blockchain Technology in Health Care Sector: An Experimental Approach","0","R. Jaichandran, H. Abdul Shabeer","SPRINGER"
"2022","The Future of Blockchain for Wastewater Treatment in the Textiles Industry","0","B. Senthil Rathi, P. Senthil Kumar","SPRINGER"
"2022","Towards a Distributed Record of Measurement Adapters Powered by Blockchain Technology","0","Mario Diván, María Laura Sánchez-Reynoso","SPRINGER"
"2022","Leveraging Dual Blockchain to Solve Security Issues in Electronic Health Records","0","Sakina Saifee, Sonali Kothari","SPRINGER"
"2022","Decentralized Application for the Classification of Products Based on IPFS and Blockchain","0","Carlos Hernan Cardona Taborda","SPRINGER"
"2022","An Efficient Hash-Selection-Based Blockchain Architecture for Industrial IoT (IIoT)","0","Susmit Das, Sreyashi Karmakar, Himadri Nath Saha","SPRINGER"
"2022","Enabling Data Security in Electronic Voting System Using Blockchain","0","M. Thangavel, Pratyush Kumar Sinha","SPRINGER"
"2022","Blockchain: A Makeover to Supply Chain Management","0","Justin Sunny, Kenil Shah, Prajwal Ghoradkar","SPRINGER"
"2022","Blockchain-Based Communication for Digital Twins","0","Zhihan Lv, Yuxi Li, Liang Qiao, Jingyi Wu","SPRINGER"
"2022","A hybrid approach combining AHP with TODIM for blockchain technology provider selection under the Pythagorean fuzzy scenario","4","Fang Zhou, Ting-Yu Chen","SPRINGER"
"2022","BSSFFS: blockchain-based sybil-secured smart forest fire surveillance","4","Sreemana Datta, Sonal Kumar, Ditipriya Sinha","SPRINGER"
"2022","Integrating Blockchain with Fog and Edge Computing for Micropayment Systems","0","Jamal Al-Karaki, Deepa Pavithran","SPRINGER"
"2022","A Privacy-Preserving Auditable Approach Using Threshold Tag-Based Encryption in Consortium Blockchain","1","Yunwei Guo, Haokun Tang, Aidi Tan, Lei Xu, Keke Gai","SPRINGER"
"2022","Image Tampering Forgery Detection Using Convolutional Neural Network with Blockchain","0","Sachin Saxena, Archana Singh, Shailesh Tiwari","SPRINGER"
"2022","A hybrid approach of blockchain and semantic web technologies to validating learning outcomes in accordance with legal constraints","1","Minh Duc Nguyen, Thuy Nguyen-Ngoc","SPRINGER"
"2022","Blockchain for Smart Cities: Findings from a Systematic Literature Review","0","Ifigenia Georgiou, Juan Geoffrey Nell","SPRINGER"
"2022","Application of Blockchain Innovative Technology in Logistics and Supply Chain Management: A New Paradigm for Future Logistics","0","Almaz Sandybayev, Benjamin Silas Bvepfepfe","SPRINGER"
"2022","Privacy Challenges and Enhanced Protection in Blockchain Using Erasable Ledger Mechanism","4","M. Mohideen AbdulKader, S. Ganesh Kumar","SPRINGER"
"2022","MCQL: A Multi-node Consortium Blockchain Query Method Based on Node Dynamic Adjustment","0","Zhibo Zhou, Tiezheng Nie, Derong Shen, Yue Kou","SPRINGER"
"2022","The effects of blockchain technology adoption on business ethics and social sustainability: evidence from the Middle East","10","Mohammad Hossein Ronaghi, Mohammad Mosakhani","SPRINGER"
"2022","Blockchain Information System—A Tool for Digitalization of the Agricultural Sector","0","Violeta I. Blazheva, Oksana G. Karataeva","SPRINGER"
"2022","Design of Blockchain Technology for Banking Applications","0","H. M. Anitha, K. Rajeshwari, S. Preetha","SPRINGER"
"2022","Secure Vehicular Communication Using Blockchain Technology","0","N. Padmapriya, T. Ananth Kumar, R. Rajmohan","SPRINGER"
"2022","Fighting Fake News Propagation Using Blockchain in Journalism: A Systematic Literature Review","0","Meryem Chabini, Khadija Sabiri, Abdessadek Aaroud","SPRINGER"
"2022","A Blockchain-Based Solution for Electronic Medical Records System in Healthcare","1","Shubham Sharma, Sakshi Kaushal","SPRINGER"
"2022","Design of an e-diploma system based on consortium blockchain and facial recognition","1","Ching-Sheng Hsu, Shu-Fen Tu, Pei-Chia Chiu","SPRINGER"
"2022","Blockchain as enabling factor for implementing RFID and IoT technologies in VMI: a simulation on the Parmigiano Reggiano supply chain","3","Antonello Cammarano, Vincenzo Varriale","SPRINGER"
"2022","Review of Security Aspects of 51 Percent Attack on Blockchain","0","Vishali Aggarwal, Gagandeep","SPRINGER"
"2022","Security enhancement using blockchain based modified infinite chaotic elliptic cryptography in cloud","0","Pranav Shrivastava, Bashir Alam, Mansaf Alam","SPRINGER"
"2022","Blockchain and Government Services","0","Xiaojun Zhang","SPRINGER"
"2022","Optical communication security transmission based on blockchain","1","Jianghong Yan, Yu Zhang, Ye Lu, Chuanqi Li","SPRINGER"
"2022","A Novel Approach for Smart Contracts Using Blockchain","0","Manar Abdelhamid, Khaled Nagaty","SPRINGER"
"2022","An enabling Framework for Blockchain in Tourism","2","Sreejith Balasubramanian, Jaspreet Singh Sethi","SPRINGER"
"2022","Smart Agriculture Implementation—Blockchain IoT-Based Approach","0","Samira Bhattacharya, Naiwrita Dey","SPRINGER"
"2022","An Illegal Data Supervision Scheme for the Consortium Blockchain","0","Xiqin Wang, Kun Zhang, Yong Ding, Fang Yuan","SPRINGER"
"2022","Mapping Blockchain Technology Prospects and Solutions in the Healthcare Industry for Pandemic Crises","0","Arezou PourMirza","SPRINGER"
"2022","Smart Home Infrastructure with Blockchain-Based Cloud IoT for Secure and Scalable User Access","0","Sangeeta Gupta, Kavita Agarwal","SPRINGER"
"2022","Design of a Secure Blockchain-Based Toll-Tax Collection System","1","Debashis Das, Sourav Banerjee, Utpal Biswas","SPRINGER"
"2022","Blockchain Security: A Systematic Review","0","Parshwa Shah, Madhuri Chopade","SPRINGER"
"2022","Digital Transformation of Healthcare Sector by Blockchain Technology","2","Dudala Sai Sushma, Varun Jaiswal, Tarun Pal","SPRINGER"
"2022","Designing a Secure Vehicular Internet of Things (IoT) Using Blockchain","3","Atul Lal Shrivastava, Rajendra Kumar Dwivedi","SPRINGER"
"2022","Gallery Defender: Integration of Blockchain Technologies into a Serious Game for Assessment: A Guideline for Further Developments","7","André Thomas, Alexander Pfeiffer","SPRINGER"
"2022","The Influence of Blockchain on the Innovation and Development of the Securities Industry Under the Background of Information Technology","0","Haiyun Zhao","SPRINGER"
"2022","Blockchain Simulation Environment on Multi-image Encryption for Smart Farming Application","1","Irawan Widi Widayat, Mario Köppen","SPRINGER"
"2022","Decentralized Voting: A Blockchain-Based Voting System","0","Suman Kumar Das, Soumyabrata Saha","SPRINGER"
"2022","Blockchain Consensus Mechanism Design for Food Safety Traceability","0","Maosheng Huan, Zhenxing Ding, Suyun Li","SPRINGER"
"2022","Application of analytical-network-process (ANP) for evaluation of key-performance-indicators (KPI) for application of blockchain technology in infrastructure projects","1","Purvesh Raval, Debasis Sarkar, Dhruvil Devani","SPRINGER"
"2022","An Efficient Blockchain-Based IoT System Using Improved KNN Machine Learning Classifier","1","Roseline Oluwaseun Ogundokun, Micheal Olaolu Arowolo","SPRINGER"
"2022","Trusted information project platform based on blockchain for sharing strategy","11","Eunhee Lee, Yongik Yoon","SPRINGER"
"2022","The use of ethereum blockchain using internet of things technology in information and fund management of financial poverty alleviation system","0","Xiaojun Zhang","SPRINGER"
"2022","Optimal dynamic mining policy of blockchain selfish mining through sensitivity-based optimization","0","Jing-Yu Ma, Quan-Lin Li","SPRINGER"
"2022","Security, Privacy Challenges and Solutions for Various Applications in Blockchain Distributed Ledger for Wireless-Based Communication Networks","1","Vivekanandan Manojkumar, V. N. Sastry","SPRINGER"
"2022","Energy Trading Blockchain Framework Agents Modeling Approach","0","Ameni Boumaiza, Mazhar Sajjad","SPRINGER"
"2022","Blockchain Adaptation in Healthcare: SWOT Analysis","0","Halim Khujamatov, Nurshod Akhmedov","SPRINGER"
"2022","Blockchain-Based Decentralized Digital Content Management and Sharing System","0","Thong Bui, Tan Duy Le, Tri-Hai Nguyen","SPRINGER"
"2022","How Efficient Is Blockchain While Dealing with Android Malware? A Review Paper","0","Jagjot Singh Wadali, Sanjay Madan","SPRINGER"
"2022","Blockchain and digital finance","0","Wei Xu, Daning Hu, Karl Reiner Lang, J. Leon Zhao","SPRINGER"
"2022","A Self-Sovereign Identity Management System Using Blockchain","3","Tripti Rathee, Parvinder Singh","SPRINGER"
"2022","Using FIWARE and blockchain in smart cities solutions","1","Stefano Loss, Har Preet Singh, Nélio Cacho, Frederico Lopes","SPRINGER"
"2022","Integrated Digital Twins and Blockchain Framework for Privacy and Security of Applications","1","Mohamed Torky, Ashraf Darwish","SPRINGER"
"2022","A Review of Cross-Blockchain Solutions","1","YuXuan Zuo, Miao Yang, ZhenPing Qiang, Dai Fei, XiaoFeng Shao, ShiQi Su","SPRINGER"
"2022","Modifiable Blockchain Based on Chebyshev Polynomial and Chameleon Hash Function","0","Guizhong Xu, Haojun Sun","SPRINGER"
"2022","A Systematic Review of Blockchain Technology to Find Current Scalability Issues and Solutions","2","Bhargavi K. Chauhan, Dhirenbhai B. Patel","SPRINGER"
"2022","A Lightweight Scalable and Secure Blockchain Based IoT Using Fuzzy Logic","1","N. Anita, M. Vijayalakshmi, S. Mercy Shalinie","SPRINGER"
"2022","1.2 Unternehmenseinsatz Serie: Braucht mein Unternehmen eine Blockchain und wenn ja, welche? (Teil 2)","0","Jasmin Weber","SPRINGER"
"2022","Closest Vector Problem-Based Proof of Work Mechanism for Post-Quantum Blockchain","0","Anjaneyulu Endurthi, Pallavi Yarra","SPRINGER"
"2022","Blockchain for Smart City: Opportunities and Future Research Directions","1","Abdullah Al Mahfuj Shaan, Tasfia Nausheen","SPRINGER"
"2022","Major Challenges and Threats of Blockchain Technology","0","Milan Kumar Dholey, Ananya Ganguly","SPRINGER"
"2022","Copyright Storage Method of Dance Short Video Based on Blockchain","1","Yang Yang, Dingguo Yu","SPRINGER"
"2022","Blockchain-based IoT enabled health monitoring system","2","Poonam Rani, Preeti Kaur, Vibha Jain, Jyoti Shokeen","SPRINGER"
"2022","A Preliminary Review on Complementary Applications of Databases and Blockchain Technology","0","Renata Kramberger, Tatjana Welzer, Aida Kamišalić","SPRINGER"
"2022","When Microservices Architecture and Blockchain Technology Meet: Challenges and Design Concepts","0","Idris Oumoussa, Soufiane Faieq, Rajaa Saidi","SPRINGER"
"2022","University Student Status Management System Based on Blockchain","1","Qiongjie Dai, Ning Zhu","SPRINGER"
"2022","Secure and Enhanced Crowdfunding Solution Using Blockchain Technology","1","Lakshit Madaan, Dikshita Jindal, Amit Kumar","SPRINGER"
"2022","A Survey on SLA Management Using Blockchain Based Smart Contracts","1","Nawel Hamdi, Chiraz El Hog","SPRINGER"
"2022","BHE-AC: a blockchain-based high-efficiency access control framework for Internet of Things","1","Baobao Chai, Biwei Yan, Jiguo Yu, Guijuan Wang","SPRINGER"
"2022","Secure Unmanned Aerial Vehicle (UAV) Communication using Blockchain Technology","2","Ajay Kumar, Yashwant Singh, Neerendra Kumar","SPRINGER"
"2022","Islamic Fintech, Blockchain and Crowdfunding: Current Landscape and Path Forward","0","M. Kabir Hassan, Mustafa Raza Rabbani","SPRINGER"
"2022","Implementing Blockchain Technology for Health-Related Early Response Service in Emergency Situations","0","Nemanja Zdravković, Milena Bogdanović","SPRINGER"
"2022","A Comprehensive Study on Blockchain-Based Data Security in IoT to Build Reputation for Intelligent Transport Systems","0","Amrita Halder, Maumita Chakraborty","SPRINGER"
"2022","Secure Medical Data Sharing Through Blockchain and Decentralized Models","3","Francesco Colace, Massimo De Santo","SPRINGER"
"2022","Blockchain and Knowledge Graph Fusion Network Architecture Model","0","Mengqi Han, Xiaojun Jing, Jia Zhu","SPRINGER"
"2022","A Comprehensive Review of Blockchain Technology and Its Related Aspects in Higher Education","0","Bahaa Razia, Bahaa Awwad","SPRINGER"
"2022","Blockchain and People’s Livelihood","0","Boming Yu, Shixiao Zhan","SPRINGER"
"2022"," in Medical Tourism Value Chain","3","Sreejith Balasubramanian, Shalini Ajayan","SPRINGER"
"2022","Decentralized Cloud and File System for Blockchain Environment","1","Kapil Aggarwal, Santosh Kumar Yadav","SPRINGER"
"2022","Blockchain Application Development Using Model-Driven Engineering and Low-Code Platforms: A Survey","1","Simon Curty, Felix Härer, Hans-Georg Fill","SPRINGER"
"2022","MediBlocks: secure exchanging of electronic health records (EHRs) using trust-based blockchain network with privacy concerns","2","Erukala Suresh Babu, B. V. Ram Naresh Yadav, A. Kousar Nikhath","SPRINGER"
"2022","Comparative Study of Blockchain-Based Voting Solutions","1","Khushi Patel, Dipak Ramoliya, Kashish Sorathia","SPRINGER"
"2022","A Blockchain-Based Autonomous System for Primary Financial Market","0","Ji Liu, Shiping Chen","SPRINGER"
"2022","The Design and Implementation of Blockchain-Assisted User Public-Private Key Generation Method","0","Tianhong Zhang, Zejun Lan, Xianming Gao, Jianfeng Guan","SPRINGER"
"2022","Potential of Blockchain in Telemedicine","0","Avita Katal, Vitesh Sethi","SPRINGER"
"2022","Blockchain for Fool-Proof E-Voting Systems","1","Janardan Krishna Yadav, Srinivas Jangirala","SPRINGER"
"2022","Assimilation of Blockchain with Internet of Things (IoT) with Possible Issues and Solutions for Better Connectivity and Proper Security","0","Ayasha Malik, Anuj Kumar","SPRINGER"
"2022","A Framework to Restrict COVID-19 like Epidemic Converting to Pandemic Using Blockchain","1","Faraz Masood, Arman Rasool Faridi","SPRINGER"
"2022","Patient Feedback Based Physician Selection in Blockchain Healthcare Using Deep Learning","2","Narendra Kumar Dewangan, Preeti Chandrakar","SPRINGER"
"2022","Identity Management in Internet of Things with Blockchain","0","Maria Polychronaki, Dimitrios G. Kogias","SPRINGER"
"2022","Blockchain in Einkauf und Supply Chain ","0","Prof. Dr. Elmar Holschbach, Eugen Buss","SPRINGER"
"2022","Blockchain-Technologie für Unternehmensprozesse","0","Prof. Dr. Katarina Adam","SPRINGER"
"2022","Die Blockchain-Technologie – Ein Überblick","0","Jessica Hastenteufel, Tamara Broß","SPRINGER"
"2022","Blockchain-basierte Finanzierungen für den Mittelstand – Ein Blick in die Praxis","0","Jessica Hastenteufel, Tamara Broß","SPRINGER"
"2022","Integrationsevaluierung von Blockchain-Infrastrukturen innerhalb digitaler Dienstleistungen der Wohnungswirtschaft","0","Felix Palm, Daniel Franke, Sebastian Wolf","SPRINGER"
"2022","Darstellung ausgewählter Blockchain-Anwendungen im Supply Chain Management","0","Elmar Holschbach, Eugen Buss","SPRINGER"
"2022","Blockchain-based Test Management in Full Vehicle Testing","0","Oliver Braun, Johannes Eckstein","SPRINGER"
"2022","Weitere Elemente im Blockchain-System","0","Katarina Adam","SPRINGER"
"2022","Blockchain – Eine wertvolle Technologie für KMU? Eine Erörterung am Beispiel der Eingliederung von additiver Fertigung in ein kooperatives Wertschöpfungsnetzwerk","0","Dominik Aumüller, Mathias Eiber, Mauricio Matthesius","SPRINGER"
"2022","Anwendungsfälle für Blockchain in der Immobilienwirtschaft","0","Achim Jedelsky","SPRINGER"
"2022","Die Blockchain","0","Erhan Yilmaz, Sven Meyhöfer","SPRINGER"
"2022","Blockchain und Smart Contracts","0","Roman Koller, Josef Kamphues","SPRINGER"
"2022","IveOne: ESG-Scoring für die Blockchain – Warum Kryptowerte ein Gewinn für Sustainable Finance sind","0","Evgeny Matershev","SPRINGER"
"2022","Blockchain in der  Finanzberichterstattung","2","Peter Leibfried, Heiko Petry","SPRINGER"
"2022","Blockchain im Gesundheitswesen: Technische und rechtliche Aspekte – Eine Momentaufnahme","0","Roman Pusep","SPRINGER"
"2022","Blockchain-Technologie","0","Norbert Pohlmann","SPRINGER"
"2022","Blockchain-Technologie","0","Volker Lang","SPRINGER"
"2022","Algorithms and Architectures for Parallel Processing","12","Yongxuan Lai, Prof. Tian Wang","SPRINGER"
"2022","Recent Innovations in Computing","28","Dr. Pradeep Kumar Singh","SPRINGER"
"2022","Data Science","4","Yang Wang, Guobin Zhu, Qilong Han, Liehui Zhang","SPRINGER"
"2022","Internet of Things","3","Prof. Dr. Sandeep Saxena, Dr. Ashok Kumar Pradhan","SPRINGER"
"2022","Business Information Systems Workshops","10","Prof. Witold Abramowicz","SPRINGER"
"2022","Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","12","Quan Xie, Liang Zhao, Prof. Kenli Li","SPRINGER"
"2022","Signal and Information Processing, Networking and Computers","2","Songlin Sun, Tao Hong, Peng Yu","SPRINGER"
"2022","Multimedia Technologies in the Internet of Things Environment, Volume 3","4","Dr. Raghvendra Kumar, Dr. Rohit Sharma","SPRINGER"
"2022","Proceedings of the Future Technologies Conference (FTC) 2021, Volume 2","29","Prof. Dr. Kohei Arai","SPRINGER"
"2022","Proceedings of Second Doctoral Symposium on Computational Intelligence ","61","Dr. Deepak Gupta, Dr. Ashish Khanna","SPRINGER"
"2022","Security and Privacy in Social Networks and Big Data","7","Xiaofeng Chen, Xinyi Huang","SPRINGER"
"2022","Proceedings of Second International Conference on Sustainable Expert Systems ","29","Dr. Subarna Shakya, Dr. Ke-Lin Du","SPRINGER"
"2022","Intelligent Sustainable Systems","8","Jennifer S. Raj, Yong Shi, Danilo Pelusi","SPRINGER"
"2022","Transforming Management with AI, Big-Data, and IoT","9","Prof. Fadi Al-Turjman","SPRINGER"
"2022","Advances on Smart and Soft Computing","51","Dr. Faisal Saeed","SPRINGER"
"2022","Intelligent Sustainable Systems","37","Prof. Atulya K. Nagar","SPRINGER"
"2022","Innovation in Construction","10","Dr. Seyed Hamidreza Ghaffar, Dr. Paul Mullett","SPRINGER"
"2022","Emerging Technologies for Computing, Communication and Smart Cities","18","Pradeep Kumar Singh","SPRINGER"
"2022","Blockchains","0","Pingcheng Ruan, Tien Tuan Anh Dinh, Dumitrel Loghin","SPRINGER"
"2022","Hybrid Intelligent Systems","19","Dr. Ajith Abraham, Dr. Patrick Siarry","SPRINGER"
"2022","Information Security Practice and Experience","3","Chunhua Su, Dimitris Gritzalis","SPRINGER"
"2022","FinTech in Islamic Financial Institutions","2","M. Kabir Hassan, Mustafa Raza Rabbani","SPRINGER"
"2022","Cyber Intelligence and Information Retrieval","92","Prof. João Manuel R. S. Tavares","SPRINGER"
"2022","Digitalization Across Organizational Levels","1","Jens Dibbern, Jens Förderer","SPRINGER"
"2022","Algorithms and Architectures for Parallel Processing","8","Yongxuan Lai, Prof. Tian Wang","SPRINGER"
"2022","Big Data and Artificial Intelligence in Digital Finance","7","Prof. John Soldatos","SPRINGER"
"2022","Blockchain-Implementierung in eine Automotive Supply Chain","0","Erhan Yilmaz, Sven Meyhöfer","SPRINGER"
"2022","An Implementation of Fake News Prevention by Blockchain and Entropy-based Incentive Mechanism","1","Chien-Chih Chen, Yuxuan Du, Richards Peter","SPRINGER"
"2022","Cost-effectiveness and gain-sharing scenarios for purchasing a blockchain-based application in the maritime supply chain","1","Valentin Carlan, Christa Sys, Thierry Vanelslander","SPRINGER"
"2022","Matching with Externalities for Device Assignment in IoT Sharding Blockchain","0","Jingrou Wu, Jin Zhang","SPRINGER"
"2022","Securing Data in an Internet of Things Network Using Blockchain Technology: Smart Home Case","8","Aurelle Tchagna Kouanou, Christian Tchito Tchapga","SPRINGER"
"2022","Hybrid-AI Blockchain Supported Protection Framework for Smart Grids","1","S Sai Ganesh, S Surya Siddharthan, Balaji Rajaguru Rajakumar","SPRINGER"
"2022","Supply Chain Credit Evaluation Mechanism Integrating Federated Learning and Blockchain","1","Qi Ma, Huifeng Yang, Dong Wang, Wei Liu","SPRINGER"
"2022","Secure and Efficient Agreement Signing Atop Blockchain and Decentralized Identity","0","Songlin He, Tong Sun, Qiang Tang, Chase Wu","SPRINGER"
"2022","Blockchain-Based Cross-Border FMIs: Scenario of Depository Receipts","0","Qian YAO","SPRINGER"
"2022","Applications of IoT and Blockchain Technologies in Healthcare: Detection of Cervical Cancer Using Machine Learning Approaches","1","S. Jaya, M. Latha","SPRINGER"
"2022","Consensus Scalability in Blockchain Network","0","Sudeep Tanwar","SPRINGER"
"2022","Blockchain-Based Real Time Healthcare Emergency","0","Thomas Lavigne, Bacem Mbarek, Tomáš Pitner","SPRINGER"
"2022","Mobile time banking on blockchain system development for community elderly care","1","Hungyi Chen, Yuan-Chia Chu, Feipei Lai","SPRINGER"
"2022","Lightweight-Blockchain for Secured Wireless Sensor Networks: Energy Consumption of MAC Address-Based Proof-of-Authentication","1","Yves Frédéric Ebobissé Djéné","SPRINGER"
"2022","Preserving Privacy in Ethereum Blockchain","4","E. Sandeep Kumar","SPRINGER"
"2022","P2P Electricity Trading Pricing in Energy Blockchain Environment","1","Kaile Zhou, Lulu Wen","SPRINGER"
"2022","Blockchain-Based Integrity Auditing with Secure Deduplication in Cloud Storage","0","Yuhua Wang, Xin Tang, Yiteng Zhou, Xiguang Chen, Yudan Zhu","SPRINGER"
"2022","A Novel Layered GSP Incentive Mechanism for Federated Learning Combined with Blockchain","0","Jiangfeng Sun, Guangwei Zhan, Jiaxi Liu","SPRINGER"
"2022","Blockchain Search Using Searchable Encryption Based on Elliptic Curves","0","Marius Iulian Mihailescu","SPRINGER"
"2022","Regulation of Blockchain and Cryptocurrencies","0","Rosario Girasa, Gino J. Scalabrini","SPRINGER"
"2022","Improved WAVE Signature and Apply to Post-quantum Blockchain","0","Zhuoran Zhang, Haibo Tian, Fangguo Zhang","SPRINGER"
"2022","Cybersecurity, Data Privacy and Blockchain: A Review","12","Vinden Wylde, Nisha Rawindaran, John Lawrence","SPRINGER"
"2022","Estimating Return Rate of Blockchain Financial Product by ANFIS-PSO Method","1","Şule Öztürk Birim, Filiz Erataş Sönmez","SPRINGER"
"2022","A Fast NDFA-Based Approach to Approximate Pattern-Matching for Plagiarism Detection in Blockchain-Driven NFTs","0","Darius Galiș, Ciprian Pungilă, Viorel Negru","SPRINGER"
"2022","Blockchain acceptance rate prediction in the resilient supply chain with hybrid system dynamics and machine learning approach","2","Pardis Roozkhosh, Alireza Pooya, Renu Agarwal","SPRINGER"
"2022","Framework for Digitally Managing Academic Records Using Blockchain Technology","2","Ramalingam Dharmalingam, Hassan Ugail","SPRINGER"
"2022","Distributed Decision Blockchain-Secured Support System to Enhance Stock Market Investment Process","0","Elena Hernández-Nieves, José A. García-Coria","SPRINGER"
"2022","Fundamentals of Blockchain and New Generations of Distributed Ledger Technologies. Circular Economy Case Uses in Spain","2","Romero-Frías Esteban","SPRINGER"
"2022","Blockchain-Oriented Query Capability Optimization","1","Kete Wang, Feng Qi, Shaoyong Guo, Linna Ruan","SPRINGER"
"2022","Matching Metadata on Blockchain for Self-Sovereign Identity","2","Frederico Schardong, Ricardo Custódio","SPRINGER"
"2022","CVallet: A Blockchain-Oriented Application Development for Education and Recruitment","0","Zoey Ziyi Li, Joseph K. Liu, Jiangshan Yu, Dragan Gasevic","SPRINGER"
