year,title,citations,authors,editorial
"2021","Futuristic Technological Aspects of 6G Networks","1","Dr. Mladen Božanić, Prof. Saurabh Sinha","SPRINGER"
"2021","Studying Bitcoin Privacy Attacks and Their Impact on Bitcoin-Based Identity Methods","3","Simin Ghesmati, Walid Fdhila, Edgar Weippl","SPRINGER"
"2021","Probabilistic Micropayments with Transferability","0","Taisei Takahashi, Akira Otsuka","SPRINGER"
"2021","Digital Technologies in Transport Industry","1","Albina Bilyalova, Irina Vaslavskaya, Marina Guskova","SPRINGER"
"2021","A Digital Voting System for the 21","0","Davide Casaleggio, Vincenzo Di Nicola","SPRINGER"
"2021","Peer-to-Peer Local Energy Markets: A Low-Cost Flexible Solution for Energizing Sustainable Smart Cities","0","Mohammad Nasimifar, Vahid Vahidinasab","SPRINGER"
"2021","On the Adaptation of Bitcoin-Like Blockchains for the Secure Storage of Traffic-Related Events","0","El-hacen Diallo, Omar DIB, Khaldoun Al Agha","SPRINGER"
"2021","The Future of Money: Central Bank Issued Electronic Money","0","Pankaj Pandey, Sokratis Katsikas","SPRINGER"
"2021","Smart Mobility: Foundational Technologies","0","Alaa Khamis","SPRINGER"
"2021","DEALER: decentralized incentives for threat intelligence reporting and exchange","5","Florian Menges, Benedikt Putz","SPRINGER"
"2021","How can we reduce information asymmetries and enhance trust in ‘The Market for Lemons’?","10","Liudmila Zavolokina, Manuel Schlegel","SPRINGER"
"2021","Validated Data Quality Assessment with “Skin in the Game”: A Smart Contract Approach","1","Stefan W. Driessen, Geert Monsieur, Willem-Jan van den Heuvel","SPRINGER"
"2021","Deep learning classification of bitcoin miners and exploration of upper confidence bound algorithm with less regret for the selection of honest mining","4","M. J. Jeyasheela Rakkini, K. Geetha","SPRINGER"
"2021","A Study of Zero-Knowledge Circuit Based on Reduce Transaction Storage Cost","0","SoonHyeong Jeong, Byeongtae Ahn","SPRINGER"
"2021","Smart Contracts in the Automotive Industry","0","Olivér Hornyák, George Farid Alkhoury","SPRINGER"
"2021","Decentralized Certificate Management for Network Function Virtualization (NFV) Implementation in 5G Networks","0","Junzhi Yan, Bo Yang, Li Su, Shen He, Ning Dong","SPRINGER"
"2021","Adversarial Cross-Chain Commerce","0","Maurice Herlihy, Barbara Liskov, Liuba Shrira","SPRINGER"
"2021","Circular Economy Business for Climate Change Mitigation: The Role of Digital Technologies","0","Paula De Camargo Fiorini","SPRINGER"
"2021","A Review of Computational Intelligence Technologies for Tackling Covid-19 Pandemic","2","Anamika Rana, Sushma Malik","SPRINGER"
"2021","Cyber-Trust: Meeting the Needs of Information Sharing Between ISPs and LEAs","0","Vasiliki Georgia Bilali","SPRINGER"
"2021","IIoT and cyber-resilience","6","Sebastian Gajek, Michael Lees, Christoph Jansen","SPRINGER"
"2021","The Art of the Newly Possible: Transforming Health with Emerging Technology and Federated Learning","1","Vikram Dhillon, David Metcalf, Max Hooper","SPRINGER"
"2021","An Evaluation of Smart Contracts: Practices, Legality, and ","0","Nor Razinah Mohd. Zain, Khairul Azmi Mohamad","SPRINGER"
"2021","Research on Data Security Protection System of Monitoring and Acquisition System Based on Block Chain Technology","2","Linjiang Xie, Feilu Hang, Yao Lv, Wei Guo","SPRINGER"
"2021","The Role of Emerging Technologies for Combating COVID-19 Pandemic","0","Atrab A. Abd El-Aziz, Nour Eldeen M. Khalifa","SPRINGER"
"2021","IoT-Enabled Applications and Other Techniques to Combat COVID-19","1","N. Renugadevi, S. Saravanan","SPRINGER"
"2021","Advanced Informatics for Computing Research","32","Ashish Kumar Luhach","SPRINGER"
"2021","Disrupting Logistics","11","Dr. Christian Wurst, Dr. Luca Graf","SPRINGER"
"2021","Cryptology and Network Security","38","Prof. Mauro Conti, Marc Stevens","SPRINGER"
"2021","Global Supply Chain and Operations Management","11","Dmitry Ivanov, Alexander Tsipoulanidis","SPRINGER"
"2021","Advances in Automation, Signal Processing, Instrumentation, and Control","159","","SPRINGER"
"2021","Big Data Analysis on Global Community Formation and Isolation","3","Prof. Yuichi Ikeda","SPRINGER"
"2021","Digitalization in Healthcare","15","Prof. Dr. Patrick Glauner","SPRINGER"
"2021","Performance Engineering and Stochastic Modeling","10","Paolo Ballarini, Hind Castel","SPRINGER"
"2021","AI for the Good","5","Stefan H. Vieweg","SPRINGER"
"2021","Green Technological Innovation for Sustainable Smart Societies","20","Chinmay Chakraborty","SPRINGER"
"2021","Technology and Business Strategy","25","Igor Stepnov","SPRINGER"
"2021","Intelligent Information Systems","32","Selmin Nurcan, Axel Korthaus","SPRINGER"
"2021","Internet Philanthropy in China","4","Yidan Chen","SPRINGER"
"2021","Advancing Research in Information and Communication Technology","17","Michael Goedicke","SPRINGER"
"2021","New Maritime Business","9","Byoung-Wook Ko, Dong-Wook Song","SPRINGER"
"2021","Advances in Usability, User Experience, Wearable and Assistive Technology","33","Dr. Tareq Z. Ahram","SPRINGER"
"2021","Advances in Knowledge Discovery and Data Mining","105","Prof. Kamal Karlapalem, Hong Cheng","SPRINGER"
"2021","Data and Applications Security and Privacy XXXV","24","Prof. Dr. Ken Barker, Kambiz Ghazinour","SPRINGER"
"2021","Agents and Multi-Agent Systems: Technologies and Applications 2021","23","Prof. Dr. G. Jezic, Dr. J. Chen-Burger","SPRINGER"
"2021","Service-Oriented Computing","14","Johanna Barzen","SPRINGER"
"2021","Conceptualizing and Innovating Education and Work with Networked Learning","5","Prof. Dr. Nina Bonderup Dohn","SPRINGER"
"2021","Advances in Computer Vision and Computational Biology","0","Dr. Hamid R. Arabnia","SPRINGER"
"2021","Smart Computing Techniques and Applications","0","Dr. Suresh Chandra Satapathy","SPRINGER"
"2021","Information Security Applications","28","Hyoungshick Kim","SPRINGER"
"2021","Advances in Computing and Data Sciences","21","Mayank Singh, Prof. Dr. Vipin Tyagi","SPRINGER"
"2021","Enterprise Information Systems","17","Prof. Dr. Joaquim Filipe, Michał Śmiałek","SPRINGER"
"2021","Advances in Sustainable Energy","32","Yong-jun Gao, Dr. Weixin Song","SPRINGER"
"2021","Networks, Knowledge Brokers, and the Public Policymaking Process","0","Matthew S. Weber, Itzhak Yanovitzky","SPRINGER"
"2021","Collaborative Computing: Networking, Applications and Worksharing","11","Honghao Gao, Xinheng Wang","SPRINGER"
"2021","Innovation in Medicine and Healthcare","0","Prof. Yen-Wei Chen, Satoshi Tanaka","SPRINGER"
"2021","Mapping COVID-19 in Space and Time","0","Prof. Shih-Lung Shaw, Prof. Daniel Sui","SPRINGER"
"2021","From Polarisation to Multispecies Relationships","92","Janet J. McIntyre-Mills","SPRINGER"
"2021","Rules and Reasoning","17","Sotiris Moschoyiannis, Prof. Rafael Peñaloza","SPRINGER"
"2021","Advanced Information Systems Engineering Workshops","13","Dr. Artem Polyvyanyy","SPRINGER"
"2021","Intelligent Computing Theories and Application","23","De-Shuang Huang, Prof. Kang-Hyun Jo","SPRINGER"
"2021","Digital Business and Electronic Commerce","0","Prof. Dr. Bernd W. Wirtz","SPRINGER"
"2021","Decision and Game Theory for Security","0","Branislav Bošanský","SPRINGER"
"2021","Artificial Intelligence in Intelligent Systems","37","Radek Silhavy","SPRINGER"
"2021","The Functioning Mechanism of Contracts in the Society","1","Jian Qu","SPRINGER"
"2021","A Privacy-Preserving Payment Model for EV Charging","0","Jane Kim, Soojin Lee, Seung-Hyun Seo","SPRINGER"
"2021","Patent Management in New Technology Environments","5","Oliver Gassmann, Martin A. Bader, Mark James Thompson","SPRINGER"
"2021","DLT Standards","0","Dr. Gerald R. Gray","SPRINGER"
"2021","Usability in a Token-Based Ecosystem","0","Kimin Kwon, Sung H. Han, Hyeji Jang","SPRINGER"
"2021","Exploratory RegTech: Sandboxes Supporting Trust by Balancing Regulation of Algorithms with Automation of Regulations","1","Denisa Reshef Kera","SPRINGER"
"2021","Bitcoin: A Digital Cryptocurrency","2","Rohit Saxena, Deepak Arora, Vishal Nagar","SPRINGER"
"2021","Smart Contract Code Generation from Platform Specific Model for Hyperledger Go","3","Mantas Jurgelaitis, Vaidotas Drungilas","SPRINGER"
"2021","Techniques and Technologies","0","Rajan Gupta, Saibal Kumar Pal","SPRINGER"
"2021","Identity Inclusion: A Digital National Identification for All","1","Andrew Amstrong Musoke, Patrick Dushimimana","SPRINGER"
"2021","Global DLT Activity","0","Dr. Gerald R. Gray","SPRINGER"
"2021","Detecting malicious accounts in permissionless blockchains using temporal graph properties","11","Rachit Agarwal, Shikhar Barve, Sandeep Kumar Shukla","SPRINGER"
"2021","Framework for a DLT Based COVID-19 Passport","9","Sarang Chaudhari, Michael Clear, Philip Bradish, Hitesh Tewari","SPRINGER"
"2021","A Group-Based Optimized Practical Byzantine Fault Tolerance Consensus Algorithm","0","Zhenshan Bao, Yue Liu, Wenbo Zhang","SPRINGER"
"2021","Analyzing the Case for Adopting Distributed Ledger Technology in the Bank of Canada","2","Christopher G. Reddick","SPRINGER"
"2021","Application of Block Chain in EHR’s System for Maintaining the Privacy of Patients Record","0","Ifra Salaudin, Shri Kant, Supriya Khaitan","SPRINGER"
"2021","Adaptive Proof of Driving Consensus for Intelligent Vehicle Communication","1","Madhusudan Singh, Iftekhar Salam","SPRINGER"
"2021","B","6","Zeta Avarikioti, Eleftherios Kokoris-Kogias","SPRINGER"
"2021","Intelligible Description Language Contract (IDLC) – A Novel Smart Contract Model","3","Peng Qin, Weiming Tan, Jingzhi Guo, Bingqing Shen","SPRINGER"
"2021","Financial Inclusion in Organization of Islamic Cooperation Countries: Challenges and Opportunities","0","Amal Khairy Amin","SPRINGER"
"2021",": Publicly Verifiable Layer to Repair Blockchains","11","Sri Aravinda Krishnan Thyagarajan, Adithya Bhat","SPRINGER"
"2021","A Systematic Literature Review of Smart Contract Applications","0","Eghbal Ghazizadeh, Tong Sun","SPRINGER"
"2021","Key Technologies of Sovereignty Network","0","Hui Li, Xin Yang","SPRINGER"
"2021","Behold the Dreamers","0","Vikram Dhillon, David Metcalf, Max Hooper","SPRINGER"
"2021","Medical Records Management Using Distributed Ledger and Storage","2","Samia Anjum, R. Ramaguru, M. Sethumadhavan","SPRINGER"
"2021","Comprehensive Study of Artificial Intelligence Tools in Supply Chain","0","Manish Kumar Ojha, Bal Krishna Sharma","SPRINGER"
"2021","Everything You Ever Wanted to Know About Bitcoin Mixers (But Were Afraid to Ask)","5","Jaswant Pakki, Yan Shoshitaishvili, Ruoyu Wang","SPRINGER"
"2021","An Approach to Validation of Business-Oriented Smart Contracts Based on Process Mining","0","Vladimir Ivković, Ivan Luković","SPRINGER"
"2021","DUCE: Distributed Usage Control Enforcement for Private Data Sharing in Internet of Things","0","Na Shi, Bo Tang, Ravi Sandhu, Qi Li","SPRINGER"
"2021","IoT Device Authentication and Access Control Through Hyperledger Fabric","0","Bibin Kurian, Narayanan Subramanian","SPRINGER"
"2021","Digitization: Learnings from Ancient Disruptions, AI and the Digital Trio’s Functional Stage, and AI Superpowers Disrupting Us","0","Stefan H. Vieweg","SPRINGER"
"2021","Decentralized Voting System Using Block Chain Technology","0","Rupali Deshmukh, Olivia Biswas, Servina Bardeskar","SPRINGER"
"2021","A Systematic Review of Digital, Cloud and IoT Forensics","2","Atonu Ghosh, Koushik Majumder, Debashis De","SPRINGER"
"2021","Computer-Aided-Diagnosis as a Service on Decentralized Medical Cloud for Efficient and Rapid Emergency Response Intelligence","8","Amirhossein Peyvandi, Babak Majidi, Soodeh Peyvandi","SPRINGER"
"2021","A New Way of Mobile Energy Trading","0","Chaoyue Tan, Yuling Chen, Xiaojun Ren, Changgen Peng","SPRINGER"
"2021","Evaluation and Design of Performable Distributed Systems","0","Naazira B. Bhat, Dulip Madurasinghe","SPRINGER"
"2021","Cryptocurrencies","0","Volker Ziemann","SPRINGER"
"2021","How to Make Smart Contract Smarter","0","Shanxuan Chen, Jia Zhu, Zhihao Lin","SPRINGER"
"2021","Healthcare Data Storage Options Using Cloud","3","Sandhya Armoogum, Patricia Khonje","SPRINGER"
"2021","Code Is Law","1","Shaojun Liu","SPRINGER"
"2021","Impacts of Digitalization on Banks and Banking","3","Bülent Balkan","SPRINGER"
"2021","I-FinTech and Its Value Proposition for Islamic Asset and Wealth Management","0","Hazik Mohamed","SPRINGER"
"2021","Optimization Methods in Crises: Patterns and Practices","0","Sergey V. Zykov","SPRINGER"
"2021","Security Challenges of Digital Currency System","3","Shaun De Silva, S. B. Goyal, Pradeep Bedi","SPRINGER"
"2021","SS-ITS: secure scalable intelligent transportation systems","8","Asma Belhadi, Youcef Djenouri, Gautam Srivastava","SPRINGER"
"2021","Are Blockchains Trustless?","0","Nat Sakimura","SPRINGER"
"2021","Oracle’s Application in Finance","0","Lin Bai","SPRINGER"
"2021","Distributed and Decentralized Attribute Based Access Control for Smart Health Care Data","1","B. Ravinder Reddy, T. Adilakshmi","SPRINGER"
"2021","Smart Contract Security and Privacy Taxonomy, Tools, and Challenges","0","Jasvant Mandloi, Pratosh Bansal","SPRINGER"
"2021","Methods for Decentralized Identities: Evaluation and Insights","4","Walid Fdhila, Nicholas Stifter","SPRINGER"
"2021","Smart Contracts Based on Multi-agent Negotiation","1","Ricardo Barbosa, Ricardo Santos","SPRINGER"
"2021","Utilization of Consumer Appliances in Smart Grid Services for Coordination with Renewable Energy Sources","1","Miloš Radenković, Zorica Bogdanović","SPRINGER"
"2021","Finance 4.0—A Socio-Ecological Finance System","2","Mark C. Ballandies, Marcus M. Dapp","SPRINGER"
"2021","Decentralized Privacy-Preserving Framework for Health Care Record-Keeping Over Hyperledger Fabric","1","Baddepaka Prasad, S. Ramachandram","SPRINGER"
"2021","ProBlock: a novel approach for fake news detection","7","Eishvak Sengupta, Renuka Nagpal, Deepti Mehrotra, Gautam Srivastava","SPRINGER"
"2021","5G Slicing and Handover Scenarios: Compulsoriness and Machine Learning","7","Andriy Luntovskyy, Bohdan Shubyn","SPRINGER"
"2021","Timelocked Bribing","4","Tejaswi Nadahalli, Majid Khabbazian","SPRINGER"
"2021","The Robot Economy: Here It Comes","3","Miguel Arduengo, Luis Sentis","SPRINGER"
"2021","Short Paper: Debt Representation in UTXO Blockchains","1","Michael Chiu, Uroš Kalabić","SPRINGER"
"2021","Role of Technologies in Revamping the Supply Chain Management of Kirana Stores","1","Irfat Ahmad, Shailja Dixit","SPRINGER"
"2021","Disruptive Technologies for Disruptive Innovations: Challenges and Opportunities","2","Amjad Gawanmeh, Jamal N. Al-Karaki","SPRINGER"
"2021","The smart contract revolution: a solution for the holdup problem?","4","Olivier Meier, Aurélie Sannajust","SPRINGER"
"2021","Empirical Analysis of On-chain Voting with Smart Contracts","1","Robert Muth, Florian Tschorsch","SPRINGER"
"2021","Prototype of Sovereignty Network and Application of Private Network Based on MIN","0","Prof. Hui Li, Xin Yang","SPRINGER"
"2021","On the Feasibility of Byzantine Agreement to Secure Fog/Edge Data Management","0","Ali Shoker, Houssam Yactine","SPRINGER"
"2021","Securing Cryptoasset Insurance Services with Multisignatures","1","Daniel Wilusz, Adam Wójtowicz","SPRINGER"
"2021","How Does Digital Transformation Improve Customer Experience?","0","Spencer Li","SPRINGER"
"2021","A jumping mining attack and solution","3","Muchuang Hu, Jiahui Chen, Wensheng Gan, Chien-Ming Chen","SPRINGER"
"2021","Peer-to-peer electricity trading system: smart contracts based proof-of-benefit consensus protocol","23","Chao Liu, Kok Keong Chai, Xiaoshuai Zhang, Yue Chen","SPRINGER"
"2021","Empirical analysis of bitcoin price","1","Yuanyuan (Catherine) Chen","SPRINGER"
"2021","Cyber Security Aspects of Digital Services Using IoT Appliances","1","Zbigniew Hulicki, Maciej Hulicki","SPRINGER"
"2021","Privacy-Preserving and Scalable Data Access Control Based on Self-sovereign Identity Management in Large-Scale Cloud Storage","1","Min Xiao, Zhongyue Ma, Tao Li","SPRINGER"
"2021","Initial Coin Offerings: Current Research and Future Directions","2","Jiasun Li, William Mann","SPRINGER"
"2021","A Labeled Transactions-Based Dataset on the Ethereum Network","5","Salam Al-E’mari, Mohammed Anbar, Yousef Sanjalawe","SPRINGER"
"2021","The Nature of Rights Upon Cryptocurrencies","0","Evripidis Rizos","SPRINGER"
"2021","Computational Science and Its Applications – ICCSA 2021","32","Prof. Dr. Osvaldo Gervasi","SPRINGER"
"2021","Dependable Computing - EDCC 2021 Workshops","6","Rasmus Adler, Dr. Amel Bennaceur","SPRINGER"
"2021","Post-COVID Economic Revival, Volume I","3","Prof. Vladimir S. Osipov","SPRINGER"
"2021","Theory of Cryptography","39","Kobbi Nissim, Brent Waters","SPRINGER"
"2021","Information and Communications Security","22","Dr. Debin Gao, Qi Li, Xiaohong Guan","SPRINGER"
"2021","The Great Power Competition Volume 1","12","Adib Farhadi, Anthony J. Masys","SPRINGER"
"2021","Advances in Cryptology – CRYPTO 2021","111","Tal Malkin, Chris Peikert","SPRINGER"
"2021","Artificial Neural Networks and Machine Learning – ICANN 2021","93","Prof. Igor Farkaš, Paolo Masulli","SPRINGER"
"2021","Sustainable Luxury and Jewelry","6","Dr. Ivan Coste-Manière","SPRINGER"
"2021","Advanced Informatics for Computing Research","8","Ashish Kumar Luhach","SPRINGER"
"2021","Economic Issues of Social Entrepreneurship","8","Prof. Elena G. Popkova","SPRINGER"
"2021","Sharing Economy at the Base of the Pyramid","39","Israr Qureshi, Babita Bhatt","SPRINGER"
"2021","The CISO’s Next Frontier","45","Raj Badhwar","SPRINGER"
"2021","The Dynamics of Intellectual Capital in Current Era","31","Prof. Muhammad Shahbaz","SPRINGER"
"2021","Computationally Intensive Statistics for Intelligent IoT","0","Dr. Debabrata Samanta","SPRINGER"
"2021","Advances in Artificial Intelligence and Applied Cognitive Computing","42","Hamid R. Arabnia, Ken Ferens","SPRINGER"
"2021","The Automated City","4","Seng W. Loke, Andry Rakotonirainy","SPRINGER"
"2021","Production at the leading edge of technology","77","Prof. Dr. Bernd-Arno Behrens","SPRINGER"
"2021","Advances in Human Factors and Ergonomics in Healthcare and Medical Devices","30","Prof. Jay Kalra, Nancy J. Lightner","SPRINGER"
"2021","Software Engineering and Algorithms","40","Dr. Radek Silhavy","SPRINGER"
"2021","The Semantic Web: ESWC 2021 Satellite Events","29","Ruben Verborgh, Dr. Anastasia Dimou","SPRINGER"
"2021","Technology Application in the Tourism and Hospitality Industry of Bangladesh ","15","Azizul Hassan","SPRINGER"
"2021","Soft Computing for Problem Solving","57","Assoc. Prof. Aruna Tiwari","SPRINGER"
"2021","Smart Objects and Technologies for Social Good","13","Ivan Miguel Pires","SPRINGER"
"2021","Financial Markets Evolution","4","Galina Panova","SPRINGER"
"2021","Proceedings of the 22nd Engineering Applications of Neural Networks Conference","35","Prof. Lazaros Iliadis, John Macintyre","SPRINGER"
"2021","Smart Cities Ecosystem in the Modern Digital Age: An Introduction","1","Reinaldo Padilha França","SPRINGER"
"2021","Regulated Digital Pharmacy Based on Electronic Health Record to Improve Prescription Services","0","Junhao Zhong, Zhengjia Mao, Hangpeng Li","SPRINGER"
"2021","Justice for All: Jur’s ","0","Alessandro Palombo, Raffaele Battaglini","SPRINGER"
"2021","HARE: A new Hash-based Authenticated Reliable and Efficient Modified Merkle Tree Data Structure to Ensure Integrity of Data in the Healthcare Systems","3","Usharani Chelladurai, Seethalakshmi Pandian","SPRINGER"
"2021","Towards Scalable and Private Industrial Blockchains","0","Ghassan Karame","SPRINGER"
"2021","A Security Data Sharing Model for Cloud Network","0","Kunyuan Zhao, Qikun Zhang, Yimeng Wu, Liang Zhu, Hongfei Zhu","SPRINGER"
"2021","Blind Polynomial Evaluation and Data Trading","1","Yi Liu, Qi Wang, Siu-Ming Yiu","SPRINGER"
"2021","ICO investors","18","Rüdiger Fahlenbrach, Marc Frattaroli","SPRINGER"
"2021","The Bitcoin “Consensus” Problems","0","Shinichi Miyazawa","SPRINGER"
"2021","How Innovation Can Support Contract Management","0","Alain Brunet, Franck César","SPRINGER"
"2021","Decentralized Application for Two-Factor Authentication with Smart Contracts","2","S. Venkata Sai Santosh, M. Kameswara Rao","SPRINGER"
"2021","Toward EU-GDPR Compliant Blockchains with Intentional Forking","0","Wolf Posdorfer, Julian Kalinowski","SPRINGER"
"2021","Unexpected Pitfalls of Bitcoin","0","Kazue Sako, Ryo Furukawa","SPRINGER"
"2021","An Overview of Technologically Enabled Finance","1","David C. Brown, Mingfeng Lin","SPRINGER"
"2021","Categories and Functions of Crypto-Tokens","7","Lin William Cong, Yizhou Xiao","SPRINGER"
"2021","Validation and Verification of Data Marketplaces","2","Will Serrano","SPRINGER"
"2021","Laboratory-Scale Implementation of Ethereum Based Decentralized Application for Solar Energy Trading","0","Patiphan Thupphae, Weerakorn Ongsakul","SPRINGER"
"2021","Security Framework for Delivery of Training, Using VR Technology","0","Robert Hoole, Hamid Jahankhani","SPRINGER"
"2021","Was hat ein NFT mit Kunst, Darknet und Recht zu tun?","0","Claudia Otto","SPRINGER"
"2021","Affect of Artificial ","0","Tatiana V. Emelianova","SPRINGER"
"2021","What we do in the (digital) shadows: anti-money laundering regulation and a bitcoin-mixing criminal problem","4","David Silva Ramalho, Nuno Igreja Matos","SPRINGER"
"2021","Transparency of SIM profiles for the consumer remote SIM provisioning protocol","2","Abu Shohel Ahmed, Mukesh Thakur, Santeri Paavolainen","SPRINGER"
"2021","Cryptocurrencies: A Futuristic Perspective or a Technological Strategy","0","Carolina Del-Valle-Soto","SPRINGER"
"2021","Vulnerabilities and Open Issues of Smart Contracts: A Systematic Mapping","0","Gabriel de Sousa Matsumura","SPRINGER"
"2021","Smart Contracts in Healthcare","1","Michael Schnitzbauer","SPRINGER"
"2021","Laying the foundation for smart contract development: an integrated engineering process model","12","Christian Sillaber, Bernhard Waltl","SPRINGER"
"2021","Analyzing FinCEN’s Proposed Regulation Relating to AML and KYC Laws","0","Aaron Wright, Sachin Meier","SPRINGER"
"2021","A MOEA-D-Based Service Quality Matching Optimization Algorithm in Electric Power Communication Network","0","Qinghai Ou, Yanru Wang, Yongjie Li, Jizhao Lu","SPRINGER"
"2021","Proof-of-Work Difficulty Readjustment with Genetic Algorithm","0","Zi Hau Chin, Timothy Tzen Vun Yap, Ian K. T. Tan","SPRINGER"
"2021","Legal Regulation of Crypto-Asset Markets in the EU in the Post-COVID Period","2","Maxim I. Inozemtsev","SPRINGER"
"2021","Distributed Ledger Technology: Beyond the Hype","0","Cindy Vestergaard, Haimanot Anbesaw Bobosha","SPRINGER"
"2021","Enhancing Trust and Immutability in Cloud Forensics","1","Pranay Chauhan, Pratosh Bansal","SPRINGER"
"2021","Simulation System of Autonomous Vehicles for Overtaking Service Using Smart Contract","1","Kosuke Kaneko, Ke Yan, Kouichi Sakurai","SPRINGER"
"2021","Design of Artificial Intelligence for Smart Risk Pre-review System at the KC EMC","0","Youngjoo Oh, Deawoo Park","SPRINGER"
"2021","Anonymous Transactions with Revocation and Auditing in Hyperledger Fabric","3","Dmytro Bogatov, Angelo De Caro, Kaoutar Elkhiyaoui","SPRINGER"
"2021","An Overview of State-of-the-Art Technologies for Data-Driven Construction","4","Junghoon Woo, Sangyun Shin","SPRINGER"
"2021","Transformation of Intelligent IoT in the Energy Sector","0","Debabrata Samanta","SPRINGER"
"2021","Solutions for concurrency conflict problem on Hyperledger Fabric","4","Lu Xu, Wei Chen, Zhixu Li, Jiajie Xu, An Liu, Lei Zhao","SPRINGER"
"2021","Demystifying Ethereum account diversity: observations, models and analysis","3","Chaofan Wang, Xiaohai Dai, Jiang Xiao, Chenchen Li","SPRINGER"
"2021","An Efficient and Secure Approach to the Traffic Fine System Using Hyperledger Fabric","0","Nehal Kumar Singh, Nishant Choudhary, Rourab Paul","SPRINGER"
"2021","A Distributed Graph Data Storage in Ethereum Ecosystem","3","Dominik Tomaszuk, Dominik Kuziński","SPRINGER"
"2021","Ethitrade: Countering Challenges of Sharing Economy at the Base of the Pyramid Using Technology","0","Pradeep Kumar Hota, Shouxiang Qiu","SPRINGER"
"2021","The Vulnerabilities in Smart Contracts: A Survey","1","Xiangyan Tang, Ke Zhou, Jieren Cheng, Hui Li","SPRINGER"
"2021","An Empirical Evaluation of Smart Contract-Based Data Quality Assessment in Ethereum","0","Marco Comuzzi, Cinzia Cappiello","SPRINGER"
"2021","Strategic Assessment of Islamic Fintech in GCC Countries","2","Tariq Gulrez","SPRINGER"
"2021","Boosting the Effectiveness of Containerised Supply Chains: A Case Study of TradeLens","2","Jonas Louw-Reimer, Jacob Liocouras Müller Nielsen","SPRINGER"
"2021","The Direction of Future Research on i-FinTech","1","Kazi Md Tarique, Mezbah Uddin Ahmed","SPRINGER"
"2021","E-Globalization and Digital Economy","1","Georgios I. Zekos","SPRINGER"
"2021","India’s Performance in Science, Technology and Innovation: The Post 2000 Scenario","1","Sunil Mani","SPRINGER"
"2021","The Prospects for Using Distributed Ledger Technology in the Russian Insurance Sector","1","Olga I. Larina, Natalia V. Moryzhenkova","SPRINGER"
"2021","Staking Assets Management on Blockchains: Vision and Roadmap","1","Stefan Driessen","SPRINGER"
"2021","P2T: Pay to Transport","1","Fadi Barbàra, Claudio Schifanella","SPRINGER"
"2021","ACT: Anonymous Consensus Based on Tor","0","Xingyu Li, Ziyu Zheng, Pengyu Chen","SPRINGER"
"2021","Design and Verification of Privacy Patterns for Business Process Models","1","Masoud Barati, Omer Rana","SPRINGER"
"2021","Data Sovereignty Theory","2","Lian Yuming","SPRINGER"
"2021","Architecture of Sovereignty Network","2","Hui Li, Xin Yang","SPRINGER"
"2021","Cryptographic Tools for Blockchains","0","Björn Tackmann, Ivan Visconti","SPRINGER"
"2021","What Does an NFT Have to Do With Art, Darknet and Law?","2","Claudia Otto","SPRINGER"
"2021","Distributed Ledger Technology","1","John J A Burke","SPRINGER"
"2021","A Distributed Ledger for Non-attributable Cyber Threat Intelligence Exchange","2","Philip Huff, Qinghua Li","SPRINGER"
"2021","The Next 700 Smart Contract Languages","0","Ilya Sergey","SPRINGER"
"2021","ChainOps for Smart Contract-Based Distributed Applications","2","Willem-Jan van den Heuvel, Damian A. Tamburri","SPRINGER"
"2021","Reactive Key-Loss Protection in Blockchains","2","Sam Blackshear, Konstantinos Chalkias","SPRINGER"
"2021","Smart (Legal) Contracts, or: Which (Contract) Law for Smart Contracts?","6","Giesela Rühl","SPRINGER"
"2021","Silver Bullets?","1","Alan de Brauw, Erwin Bulte","SPRINGER"
"2021","Enterprise Architecture Modeling in Digital Transformation Era","13","Igor Ilin, Anastasia Levina","SPRINGER"
"2021","Failure is (literally) an Option: Atomic Commitment vs Optionality in Decentralized Finance","0","Daniel Engel, Maurice Herlihy, Yingjie Xue","SPRINGER"
"2021","The DAO Hacked","0","Vikram Dhillon, David Metcalf, Max Hooper","SPRINGER"
"2021","Law and Blockchains","0","Stephen McKeon, Derek Edward Schloss","SPRINGER"
"2021","BDN-GWMNN: Internet of Things (IoT) Enabled Secure Smart City Applications","9","Subhashini Peneti, M. Sunil Kumar, Suresh Kallam","SPRINGER"
"2021","Privately Issued Digital Currencies","1","Dante Alighieri Disparte","SPRINGER"
"2021","Understanding the Data Model","0","Innar Liiv","SPRINGER"
"2021","Transforming Technological Results into Social Progress","0","Yidan Chen","SPRINGER"
"2021","Digital Supply Chain, Smart Operations and Industry 4.0","0","Dmitry Ivanov, Alexander Tsipoulanidis","SPRINGER"
"2021","Fairness in ERC Token Markets: A Case Study of CryptoKitties","6","Kentaro Sako, Shin’ichiro Matsuo","SPRINGER"
"2021","Conflict-Free Access Rules for Sharing Smart Patient Health Records","0","Matthew Banton, Juliana Bowles, Agastya Silvina, Thais Webber","SPRINGER"
"2021","HealthStack–A Decentralized Medical Record Storage Application","0","Mayank Bansal, Kalpna Sagar, Anil Ahlawat","SPRINGER"
"2021","Bet and Attack: Incentive Compatible Collaborative Attacks Using Smart Contracts","1","Zahra Motaqy, Ghada Almashaqbeh, Behnam Bahrak","SPRINGER"
